iter	RMSE
280	0.0789877707
281	0.07883588041
282	0.07863243372
283	0.07849868459
284	0.07830952382
285	0.07819670215
286	0.07809014001
287	0.07790755335
288	0.07780864354
289	0.07760180058
290	0.07752533443
291	0.07732955603
292	0.07721363708
293	0.0770540642
294	0.07693763094
295	0.07677067947
296	0.07661069714
297	0.07638234592
298	0.07624012238
299	0.07612939772
300	0.07604034227
301	0.07590374462
302	0.07582205395
303	0.07567465508
304	0.07553630326
305	0.07546730007
306	0.07522388556
307	0.07514277425
308	0.07512454802
309	0.07503058196
310	0.07490201274
311	0.07482022758
312	0.07464833431
313	0.07439714519
314	0.0742607147
315	0.07424412303
316	0.07406474025
317	0.07393798856
318	0.07373612098
319	0.07358968031
320	0.07345278342
321	0.07339466195
322	0.0731930544
323	0.07308102909
324	0.07306453137
325	0.07300101928
326	0.07286576176
327	0.07274381043
328	0.07265644513
329	0.07248661773
330	0.07239898921
331	0.07229501932
332	0.07227962339
333	0.07216359783
334	0.07203149157
335	0.07192581266
336	0.07186165198
337	0.0717729619
338	0.07167577318
339	0.07158692106
340	0.07149758676
341	0.07138142677
342	0.07130443123
343	0.07118545056
344	0.0711686823
345	0.07102919516
346	0.07101518244
347	0.07092363007
348	0.0707750591
349	0.07066440662
350	0.07065115401
351	0.07054326113
352	0.07048026443
353	0.07046335851
354	0.0703472169
355	0.0702448681
356	0.07015197094
357	0.07013458678
358	0.07001234128
359	0.06994759282
360	0.06975584422
361	0.06962538115
362	0.06950174758
363	0.06942706332
364	0.06936374131
365	0.06924222163
366	0.069144796
367	0.06905195977
368	0.06894323391
369	0.06883288457
370	0.0687359182
371	0.06864089993
372	0.06853654007
373	0.06848483984
374	0.06838235286
375	0.06836780536
376	0.06824300246
377	0.06817445253
378	0.06805987984
379	0.06799908122
380	0.06791227673
381	0.06786227283
382	0.06778806221
383	0.06770055228
384	0.06756297264
385	0.06749113016
386	0.06742891224
387	0.06731661819
388	0.06718390541
389	0.06708364307
390	0.06701591251
391	0.06689980827
392	0.06683884464
393	0.06682614549
394	0.06675868968
395	0.06674628584
396	0.06667431663
397	0.06660780437
398	0.06651346272
399	0.06647435587
400	0.06631731047
401	0.06625955509
402	0.06624747936
403	0.0662303702
404	0.06611389316
405	0.06599821274
406	0.06590912006
407	0.06579660227
408	0.06568977192
409	0.06555152785
410	0.06548352624
411	0.06537009497
412	0.06524755926
413	0.06513567257
414	0.06497276086
415	0.06491571316
416	0.0648216481
417	0.06475132062
418	0.06463068313
419	0.06456696426
420	0.06452323608
421	0.06445052553
422	0.0643868004
423	0.06427314137
424	0.06415939262
425	0.0640688542
426	0.06397204613
427	0.0638548602
428	0.06376376851
429	0.06364678787
430	0.06354940679
431	0.06348006158
432	0.06340805659
433	0.06334792706
434	0.06326094368
435	0.06321292356
436	0.06315403666
437	0.06310796616
438	0.06298494407
439	0.06290184172
440	0.06285283648
441	0.06279344396
442	0.06268817976
443	0.06255877562
444	0.06254889575
445	0.06242936233
446	0.06235295199
447	0.06228065176
448	0.06218742662
449	0.06216211465
450	0.06210810574
451	0.06199155887
452	0.0618717898
453	0.0618616834
454	0.06175245932
455	0.06169119387
456	0.06164329974
457	0.06155778375
458	0.06144794029
459	0.06134548756
460	0.06123293553
461	0.06111346413
462	0.06093516118
463	0.06081264618
464	0.06064779261
465	0.06056717692
466	0.0605050161
467	0.06038462232
468	0.06030984305
469	0.06028929669
470	0.06022746348
471	0.06017099343
472	0.06008672904
473	0.06001122346
474	0.05991844151
475	0.05979197503
476	0.05971645282
477	0.0596033877
478	0.05951900084
479	0.05944702539
480	0.05937725782
481	0.05936979376
482	0.05927333209
483	0.05916834682
484	0.05908585181
485	0.0590163428
486	0.05894273632
487	0.05883306264
488	0.05881987203
489	0.05873605075
490	0.05861035892
491	0.05853920861
492	0.05847906706
493	0.05843755268
494	0.05827116827
495	0.05822845015
496	0.05821575364
497	0.05816863207
498	0.05815966371
499	0.05809758171
